ID,SMILES,IC50(nM)
BDBM205808,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(c3ccc(F)cc3)CC1)CC2,1.9
BDBM205806,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(c3cccc(F)c3)CC1)CC2,6.8
BDBM205753,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(c3ccccc3)CC1)CC2,26.4
BDBM205807,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(c3ccccc3F)CC1)CC2,35.9
BDBM205862,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CC(C)(C)Oc3ccccc31)CC2,9.6
BDBM205815,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CC(C)(C)Oc3ncccc31)CC2,2.4
BDBM205881,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCCc3cccnc31)CC2,8.2
BDBM205866,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3cc(F)ccc31)CC2,0.9
BDBM205757,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3ccccc31)CC2,12.9
BDBM205750,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCc3ccccc31)CC2,9.1
BDBM205740,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1COCc3ccccc31)CC2,5.5
BDBM205738,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1COc3ccccc31)CC2,1.4
BDBM205863,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1COc3ccccc3C1)CC2,11.8
BDBM205755,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1OCCc3ccccc31)CC2,8.2
BDBM205841,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ccc(F)cc1)CC2,1.7
BDBM205860,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1cccc(C)n1)CC2,4.2
BDBM205842,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1cccc(F)c1)CC2,3.9
BDBM205843,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ccccc1F)CC2,4.8
BDBM205879,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ccccn1)CC2,2.7
BDBM205840,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ncccc1OC)CC2,32.3
BDBM205752,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C[C@@H](C)c1ccccc1)CC2,1.2
BDBM205871,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)Cc1ccccn1)CC2,897.0
BDBM205908,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC(C)C)CC2,3.4
BDBM205911,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC(C)CC)CC2,4.2
BDBM205903,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC1CC1)CC2,5.5
BDBM205900,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC1CCCC1)CC2,8.7
BDBM205927,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC1CCCCC1)CC2,2.6
BDBM205915,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC1CCCO1)CC2,14.8
BDBM205906,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC=C(C)C)CC2,8.7
BDBM205913,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCCC(C)(C)O)CC2,14.0
BDBM205914,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCCC(C)(C)OC)CC2,19.0
BDBM205901,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCCC(C)C)CC2,7.0
BDBM205909,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCCOC)CC2,5.9
BDBM205904,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCCc1ccccc1)CC2,1.7
BDBM205905,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OC[C@H](C)c1ccccc1)CC2,4.2
BDBM205933,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cc(Cl)ccc1F)CC2,4.3
BDBM205932,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cc(F)ccc1F)CC2,4.5
BDBM205929,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccc(F)cc1)CC2,3.4
BDBM205934,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccc(F)cc1F)CC2,1.7
BDBM205902,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cccc(C)n1)CC2,0.6
BDBM205930,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cccc(F)c1)CC2,4.7
BDBM205726,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,1.06
BDBM205931,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1F)CC2,12.8
BDBM205925,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccn1)CC2,1.2
BDBM205896,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cnccn1)CC2,3.9
BDBM205897,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ncc(C)cc1F)CC2,4.2
BDBM205899,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)O[C@@H](C)c1ccccc1)CC2,5.5
BDBM205895,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)O[C@H](C)c1ccccc1)CC2,6.0
BDBM205751,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,13.5
BDBM205966,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCCc1ccccc1)CC2,2.6
BDBM205965,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1ccc(F)cc1)CC2,0.7
BDBM205964,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1cccc(F)c1)CC2,59.3
BDBM205969,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1ccccc1)CC2,3.7
BDBM205967,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1ccccc1Cl)CC2,5.4
BDBM205963,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1ccccc1F)CC2,5.3
BDBM205968,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1ccccc1OC)CC2,10.9
BDBM205980,CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(O)=NCc1ccccn1)CC2,14.2
BDBM111601,CCOc1ccc(S(=O)(=O)N2CCC(n3cc(C)c4cc(Cl)ccc43)C2)cc1,4.9
BDBM111599,CCOc1ccc(S(=O)(=O)N2CCC(n3cc(C)c4cc(Cl)ccc43)CC2)cc1,4.8
BDBM111605,CCOc1ccc(S(=O)(=O)N2CCC(n3cc(C)c4ccc(Cl)cc43)C2)cc1,6.9
BDBM111603,CCOc1ccc(S(=O)(=O)N2CCC(n3cc(C)c4ccc(Cl)cc43)CC2)cc1,6.9
BDBM50357145,CCS(=O)(=O)Nc1cccc2c1c(Oc1ccc(Cl)cc1)c(C)n2CC(=O)O,36.0
BDBM50344978,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2CCC(=O)O)c(C)c1,2.5
BDBM50344979,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OC(C)(C)C(=O)O)c(C)c1,3981.0
BDBM50344977,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=N)O)c(C)c1,5650.0
BDBM50344991,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1,14.95
BDBM50344992,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,0.3
BDBM50344976,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCc2nn[nH]n2)c(C)c1,891.0
BDBM50344981,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2O[C@@H](C)C(=O)O)c(C)c1,355.0
BDBM50344982,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2O[C@H](C)C(=O)O)c(C)c1,1.6
BDBM50344975,CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2O[C@H](C)C(=O)O)c(Cl)c1,0.6
BDBM50344983,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C(F)(F)F)c1,293.0
BDBM50344985,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C)c1,4.1
BDBM50344984,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,1.5
BDBM50344986,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(F)c1,7.9
BDBM50344989,CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)cc1,19.0
BDBM50233522,CCS(=O)(=O)c1ccc(Cn2c(C)c(CC(=O)O)c3cccnc32)c(C(F)(F)F)c1,2.4
BDBM50233523,CCS(=O)(=O)c1ccc(Cn2c(C)c(CC(=O)O)c3cccnc32)c(Cl)c1,7.0
BDBM50233529,CCS(=O)(=O)c1ccc(Cn2c(C)c(CC(=O)O)c3cccnc32)cc1,4.0
BDBM50357144,CCS(=O)(=O)c1ccc(Oc2c(C)n(CC(=O)O)c3ccc(C(F)(F)F)cc23)cc1,3.5
BDBM50345002,CCS(=O)(=O)c1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,56.0
BDBM50034891,CCS(=O)(=O)c1ccccc1Cc1c2c(n(CC(=O)O)c1C)CCN=C2O,550.0
BDBM50345008,CCSc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,8.9
BDBM50339756,CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,17.75
BDBM50434977,CCc1ccc(-c2ccc(C(=O)N3CCc4c(c5cccc(Cl)c5n4CC(=O)O)C3)cc2)cc1,90.0
BDBM50434982,CCc1ccc(-c2ccc(C(=O)N3CCc4c(c5ccccc5n4CC(=O)O)C3)cc2)cc1,190.0
BDBM50309442,CCc1ccc(-c2nc(-c3ccccc3)sc2CC(=O)O)cc1,1300.0
BDBM50309452,CCc1ccc(-c2nc(-c3ccccc3OC)sc2CC(=O)O)cc1,1400.0
BDBM50344987,CCc1ccc(OCC(=O)O)c(-c2ccc(S(C)(=O)=O)cc2)c1,79.0
BDBM50333859,CCc1ccc(S(=O)(=O)N(C)[C@@H]2CCc3c(CC(=O)O)c4ccccc4n3C2)cc1,15.0
BDBM50233530,CCc1ccc2c(CC(=O)O)c(C)n(Cc3ccc(S(C)(=O)=O)cc3)c2n1,6.0
BDBM50034973,CCc1ccc2c(CC(=O)O)cn(-c3ccc(C(F)(F)F)cc3CN(CC)C(=O)C3CC3)c2n1,10.0
BDBM50364532,CCc1nc(-c2ccc(Oc3ccc(CC(=O)O)cc3OC)c(NS(=O)(=O)c3ccc(Cl)cc3Cl)c2)n[nH]1,6.0
BDBM189144,CCc1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,14.2
BDBM50364533,CCc1noc(-c2ccc(Oc3ccc(CC(=O)O)cc3OC)c(NS(=O)(=O)c3ccc(Cl)cc3Cl)c2)n1,770.0
BDBM189219,CCn1nc(C)cc1CCOC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,3.7
BDBM50435088,CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2c(Cl)cccc12)c1ccccc1,50.0
BDBM50435092,CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2c(F)cccc12)c1ccccc1,100.0
BDBM50435089,CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2cc(Cl)ccc12)c1ccccc1,290.0
BDBM50435093,CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2cc(F)ccc12)c1ccccc1,45.0
BDBM50435090,CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2ccc(Cl)cc12)c1ccccc1,7.0
BDBM50435094,CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2ccc(F)cc12)c1ccccc1,10.0
BDBM50435091,CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2cccc(Cl)c12)c1ccccc1,5.0
BDBM50435095,CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2cccc(F)c12)c1ccccc1,10.0
BDBM50435102,CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2ccccc12)c1ccccc1,15.0
BDBM50344184,CN(C(=O)C(C)(C)c1ccc(F)cc1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,6.2
BDBM50333499,CN(C(=O)C(C)(C)c1ccc(F)cc1)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1,2.9
BDBM50397651,CN(C(=O)C1(C)CCc2c(c3ccccc3n2CC(=O)O)C1)c1cccc(Cl)c1,1.0
BDBM50333501,CN(C(=O)C1(c2ccc(F)cc2)CC1(C)C)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1,3.4000000000000004
BDBM50344185,CN(C(=O)C1(c2ccc(F)cc2)CC1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,2.0
BDBM50333500,CN(C(=O)C1(c2ccc(F)cc2)CC1)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1,5.3
BDBM50344164,CN(C(=O)C1(c2ccc(F)cc2)CCC1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,4.0
BDBM50333502,CN(C(=O)C1(c2ccc(F)cc2)CCC1)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1,2.95
BDBM50344162,CN(C(=O)C1(c2ccc(F)cc2)CCCC1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,4.0
BDBM50333491,CN(C(=O)C1(c2ccc(F)cc2)CCCC1)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1,3.95
BDBM50344186,CN(C(=O)C1(c2ccc(F)cc2)CCOCC1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,8.0
BDBM50333503,CN(C(=O)C1(c2ccc(F)cc2)CCOCC1)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1,7.0
BDBM50344172,CN(C(=O)C1CCCC1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,630.0
BDBM50344170,CN(C(=O)C1CCCc2ccccc21)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,140.0
BDBM50344169,CN(C(=O)C1CCc2ccccc21)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,810.0
BDBM50344171,CN(C(=O)C1Cc2ccccc21)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,3700.0
BDBM50344163,CN(C(=O)Cc1ccc(F)cc1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,12.0
BDBM50344168,CN(C(=O)Cc1ccccc1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,25.0
BDBM50381826,CN(C(=O)c1ccc(Cl)c(Cl)c1)c1ccc(C(=O)c2ncc(CC(=O)O)c3ccccc23)cc1,210.0
BDBM50344165,CN(C(=O)c1ccc(F)cc1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,2500.0
BDBM50344167,CN(C(=O)c1ccc2ccccc2c1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,2100.0
BDBM50344166,CN(C(=O)c1cccc2ccccc12)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,540.0
BDBM50356683,CN(C)S(=O)(=O)c1ccc(F)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,23.0
BDBM50356707,CN(C)S(=O)(=O)c1cncc(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,289.0
BDBM50309326,CN(C)c1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)ccn1,380.0
BDBM50309448,CN(C)c1ccc(-c2nc(-c3ccc(Br)cc3)c(CC(=O)O)s2)cc1,460.0
BDBM50444238,CN(C)c1ccc(C(O)=Nc2ccc(C(=O)c3ncc(CC(=O)O)c4ccccc34)cc2)cc1,9.6
BDBM205951,CN(C)c1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,2.4
BDBM50296978,CN(C)c1nc(Cc2ccc(N=C(O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,626.0
BDBM189245,CN(C)c1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,204.0
BDBM50296979,CN([C@@H]1CCC2=C(C1)C1C=CC=CC1N2CC(=O)O)S(=O)(=O)c1ccc(F)cc1,2.5
BDBM50333842,CN([C@@H]1CCc2c(CC(=O)O)c3c(Cl)cc(Cl)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,24.0
BDBM50333873,CN([C@@H]1CCc2c(CC(=O)O)c3c(F)cccc3n2C1)S(=O)(=O)c1ccc(F)cc1,27.0
BDBM50333843,CN([C@@H]1CCc2c(CC(=O)O)c3cc(F)c(Cl)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,5.7
BDBM50333876,CN([C@@H]1CCc2c(CC(=O)O)c3cc(F)c(F)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,3.8
BDBM50333845,CN([C@@H]1CCc2c(CC(=O)O)c3cc(F)cc(F)c3n2C1)S(=O)(=O)c1ccc(F)cc1,11.95
BDBM50333867,CN([C@@H]1CCc2c(CC(=O)O)c3cc(F)ccc3n2C1)S(=O)(=O)c1ccc(F)cc1,7.5
BDBM50333496,CN([C@@H]1CCc2c(CC(=O)O)c3ccc(-c4ccc(F)cc4)nc3n2C1)S(=O)(=O)c1ccc(F)cc1,9.8
BDBM50333872,CN([C@@H]1CCc2c(CC(=O)O)c3ccc(-c4ccccc4)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,17.75
BDBM50333875,CN([C@@H]1CCc2c(CC(=O)O)c3ccc(C#N)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,9.0
BDBM50333870,CN([C@@H]1CCc2c(CC(=O)O)c3ccc(C(F)(F)F)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,7.3
BDBM50333869,CN([C@@H]1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,7.5
BDBM50333495,CN([C@@H]1CCc2c(CC(=O)O)c3ccc(Cl)nc3n2C1)S(=O)(=O)c1ccc(F)cc1,3.25
BDBM50333841,CN([C@@H]1CCc2c(CC(=O)O)c3ccc(F)c(F)c3n2C1)S(=O)(=O)c1ccc(F)cc1,1.8
BDBM50333868,CN([C@@H]1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,2.0
BDBM50333871,CN([C@@H]1CCc2c(CC(=O)O)c3ccc(S(C)(=O)=O)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,21.5
BDBM50333844,CN([C@@H]1CCc2c(CC(=O)O)c3cccc(F)c3n2C1)S(=O)(=O)c1ccc(F)cc1,2.15
BDBM50333860,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)Cc1ccc(F)cc1,25.0
BDBM50333858,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,214.0
BDBM50333857,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(Cl)cc1,8.5
BDBM50333861,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(Cl)s1,13.0
BDBM50296980,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1,3.0
BDBM50333854,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1cccc(F)c1,33.0
BDBM50333856,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccccc1,12.0
BDBM50333852,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccccc1F,22.0
BDBM50333865,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccccn1,308.0
BDBM50333862,CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1cnn(C)c1,63.0
BDBM50296981,CN([C@@H]1CCc2c(CC(=O)O)c3ccccn3c2C1)S(=O)(=O)c1ccc(F)cc1,32.0
BDBM50333494,CN([C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1)S(=O)(=O)c1ccc(F)cc1,5.2
BDBM50333493,CN([C@@H]1CCc2c(CC(=O)O)c3ccncc3n2C1)S(=O)(=O)c1ccc(F)cc1,351.0
BDBM50296987,CN([C@@H]1CCc2c(CC(=O)O)c3ncccc3n2C1)S(=O)(=O)c1ccc(F)cc1,37950.0
BDBM50161745,CN([C@@H]1CCc2c(c3ccccc3n2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,3.0
BDBM50161747,CN([C@@H]1CCc2c(c3ccccc3n2CCC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,20.5
BDBM50296982,CN([C@@H]1CCc2c(c3ccccn3c2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,77.5
BDBM50296985,CN([C@@H]1CCc2c(c3cccnc3n2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,897.0
BDBM50296984,CN([C@@H]1CCc2c(c3ccncc3n2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,900.0
BDBM50296983,CN([C@@H]1CCc2c(c3ncccc3n2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,8.5
BDBM50296986,CN([C@@H]1CCc2c(c3nccnc3n2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,111.5
BDBM50333866,CN([C@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1,594.5
BDBM120054,CN(c1cc(C(C)(C)C)on1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,72.0
BDBM50344999,CN(c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1)S(C)(=O)=O,0.1
BDBM50345003,CN(c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1)S(C)(=O)=O,0.8
BDBM50344997,CN(c1ccc(-c2cc(F)ccc2OCC(=O)O)c(Cl)c1)S(C)(=O)=O,2.2
BDBM120042,CN(c1ccc(C(F)(F)F)cn1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,9.1
BDBM120044,CN(c1ccc(Cl)cn1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,5.2
BDBM120043,CN(c1ccc(F)cn1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,9.8
BDBM50397654,CN(c1ccc2c(c1)c1ccccc1n2CC(=O)O)S(=O)(=O)c1ccc(F)cc1,18.0
BDBM120055,CN(c1ccn(C)n1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,37.0
BDBM120057,CN(c1ccon1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,6.4
BDBM173240,CN(c1cnc2cc(F)ccc2n1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,2.0
BDBM120051,CN(c1cnc2ccccc2n1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,11.0
BDBM120053,CN(c1nc(C(C)(C)C)cs1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,73.0
BDBM120029,CN(c1nc(C(F)(F)F)nc2ccccc12)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,16.0
BDBM120025,CN(c1nc2cc(Cl)ccc2o1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,1.4
BDBM120040,CN(c1nc2cc(Cl)ccc2s1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,10.0
BDBM173213,CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3cc(Cl)ccc3n2C1,21.0
BDBM173205,CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3cc(F)ccc3n2C1,12.0
BDBM173226,CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3cc(OC(F)(F)F)ccc3n2C1,964.0
BDBM173225,CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3ccc(C(F)(F)F)cc3n2C1,8.0
BDBM173228,CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,5.0
BDBM173207,CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1,0.7
BDBM173202,CN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3ccccc3n2C1,16.0
BDBM120036,CN(c1nc2cc(F)ccc2o1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,4.1
BDBM173216,CN(c1nc2cc(F)ccc2s1)C1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1,51.0
BDBM173203,CN(c1nc2cc(F)ccc2s1)C1CCc2c(CC(=O)O)c3ccccc3n2C1,92.0
BDBM120046,CN(c1nc2cc(F)ccc2s1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,3.1
BDBM120047,CN(c1nc2ccc(Cl)cc2o1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,2.0
BDBM120039,CN(c1nc2ccc(Cl)cc2s1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,6.7
BDBM173217,CN(c1nc2ccc(F)cc2o1)C1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1,1.0
BDBM120050,CN(c1nc2ccc(F)cc2o1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,4.6
BDBM173224,CN(c1nc2ccc(F)cc2s1)C1CCc2c(CC(=O)O)c3cc(OC(F)(F)F)ccc3n2C1,812.0
