SMILES,IC50(nM),ID
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CCc3cccc(OC)c3C1)CC2,22.7,CHEMBL3941272
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1ccc(F)cc1)CC2,15.0,CHEMBL3935710
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1ccccc1)CC2,11.7,CHEMBL3930314
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1ccc(F)cc1)CC2,3.9,CHEMBL3943881
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1cccc(C)n1)CC2,1.8,CHEMBL3974966
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1cccc(F)c1)CC2,6.9,CHEMBL3920569
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1ccccc1F)CC2,3.4,CHEMBL3958517
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1ccccc1OC)CC2,2.2,CHEMBL3973001
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1ccccn1)CC2,2.9,CHEMBL3905762
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1cnccn1)CC2,27.5,CHEMBL3898398
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1nccs1)CC2,7.2,CHEMBL3946564
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(CC)c1ccccn1)CC2,13.1,CHEMBL3961910
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC(c1ccccn1)C1CC1)CC2,114.0,CHEMBL3973298
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(C)CCCc3ccccc31)CC2,10.2,CHEMBL3970837
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(c3ccc(F)cc3)CC1)CC2,1.9,CHEMBL3950297
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(c3cccc(F)c3)CC1)CC2,6.8,CHEMBL3959001
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(c3ccccc3)CC1)CC2,26.4,CHEMBL3974113
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1(c3ccccc3F)CC1)CC2,35.9,CHEMBL3889962
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CC(C)(C)Oc3ccccc31)CC2,9.6,CHEMBL3898724
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CC(C)(C)Oc3ncccc31)CC2,2.4,CHEMBL3944545
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCCc3cccnc31)CC2,8.2,CHEMBL3898552
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3cc(F)ccc31)CC2,0.9,CHEMBL3946613
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3ccccc31)CC2,12.9,CHEMBL3957800
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1CCc3ccccc31)CC2,9.1,CHEMBL3985541
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1COCc3ccccc31)CC2,5.5,CHEMBL3906820
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1COc3ccccc31)CC2,1.4,CHEMBL3982320
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1COc3ccccc3C1)CC2,11.8,CHEMBL3923248
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CC1OCCc3ccccc31)CC2,8.2,CHEMBL3968838
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ccc(F)cc1)CC2,1.7,CHEMBL3927763
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1cccc(C)n1)CC2,4.2,CHEMBL3955318
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1cccc(F)c1)CC2,3.9,CHEMBL3890646
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ccccc1F)CC2,4.8,CHEMBL3898773
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ccccn1)CC2,2.7,CHEMBL3948204
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)CCc1ncccc1OC)CC2,32.3,CHEMBL3975121
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C[C@@H](C)c1ccccc1)CC2,1.2,CHEMBL3944664
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)Cc1ccccn1)CC2,897.0,CHEMBL3898221
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)NCCc1ccccc1)CC2,2.6,CHEMBL3957763
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)NCc1ccc(F)cc1)CC2,0.7,CHEMBL3893171
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)NCc1cccc(F)c1)CC2,59.3,CHEMBL3921177
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)NCc1ccccc1)CC2,3.7,CHEMBL3942713
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)NCc1ccccc1Cl)CC2,5.4,CHEMBL3933750
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)NCc1ccccc1F)CC2,5.3,CHEMBL3982163
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)NCc1ccccc1OC)CC2,10.9,CHEMBL3972332
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)NCc1ccccn1)CC2,14.2,CHEMBL3946764
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC(C)C)CC2,3.4,CHEMBL3975907
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC(C)CC)CC2,4.2,CHEMBL3946538
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC1CC1)CC2,5.5,CHEMBL3972806
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC1CCCC1)CC2,8.7,CHEMBL3910750
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC1CCCCC1)CC2,2.6,CHEMBL3946488
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC1CCCO1)CC2,14.8,CHEMBL3969773
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCC=C(C)C)CC2,8.7,CHEMBL3975242
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCCC(C)(C)O)CC2,14.0,CHEMBL3935409
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCCC(C)(C)OC)CC2,19.0,CHEMBL3939663
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCCC(C)C)CC2,7.0,CHEMBL3984022
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCCOC)CC2,5.9,CHEMBL3950007
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCCc1ccccc1)CC2,1.7,CHEMBL3896240
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OC[C@H](C)c1ccccc1)CC2,4.2,CHEMBL3961770
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cc(Cl)ccc1F)CC2,4.3,CHEMBL3987165
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cc(F)ccc1F)CC2,4.5,CHEMBL3958478
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccc(F)cc1)CC2,3.4,CHEMBL3891507
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccc(F)cc1F)CC2,1.7,CHEMBL3949802
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cccc(C)n1)CC2,0.6,CHEMBL3962450
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cccc(F)c1)CC2,4.7,CHEMBL3972966
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,1.06,CHEMBL3890081
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1F)CC2,12.8,CHEMBL3898343
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccn1)CC2,1.2,CHEMBL3941153
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1cnccn1)CC2,3.9,CHEMBL3897333
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ncc(C)cc1F)CC2,4.2,CHEMBL3962829
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)O[C@@H](C)c1ccccc1)CC2,5.5,CHEMBL3980719
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)O[C@H](C)c1ccccc1)CC2,6.0,CHEMBL3957462
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,13.5,CHEMBL3912309
CCOc1ccc(S(=O)(=O)N2CCC(n3cc(C)c4cc(Cl)ccc43)C2)cc1,4.9,CHEMBL3693860
CCOc1ccc(S(=O)(=O)N2CCC(n3cc(C)c4cc(Cl)ccc43)CC2)cc1,4.8,CHEMBL3693858
CCOc1ccc(S(=O)(=O)N2CCC(n3cc(C)c4ccc(Cl)cc43)C2)cc1,6.9,CHEMBL3693863
CCOc1ccc(S(=O)(=O)N2CCC(n3cc(C)c4ccc(Cl)cc43)CC2)cc1,6.9,CHEMBL3693862
CCS(=O)(=O)Nc1cccc2c1c(Oc1ccc(Cl)cc1)c(C)n2CC(=O)O,36.0,CHEMBL1917459
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2CCC(=O)O)c(C)c1,2.5,CHEMBL1778652
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OC(C)(C)C(=O)O)c(C)c1,3981.0,CHEMBL1778651
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(C)c1,14.95,CHEMBL1778639
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1,0.3,CHEMBL1778638
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(N)=O)c(C)c1,5650.0,CHEMBL1778653
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCc2nnn[nH]2)c(C)c1,891.0,CHEMBL1778654
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2O[C@@H](C)C(=O)O)c(C)c1,355.0,CHEMBL1778649
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2O[C@H](C)C(=O)O)c(C)c1,1.6,CHEMBL1778648
CCS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2O[C@H](C)C(=O)O)c(Cl)c1,0.6,CHEMBL1778655
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C(F)(F)F)c1,293.0,CHEMBL1778647
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(C)c1,4.1,CHEMBL1778645
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(Cl)c1,1.5,CHEMBL1778646
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)c(F)c1,7.9,CHEMBL1778644
CCS(=O)(=O)c1ccc(-c2cc(Cl)ccc2OCC(=O)O)cc1,19.0,CHEMBL1778641
CCS(=O)(=O)c1ccc(Cn2c(C)c(CC(=O)O)c3cccnc32)c(C(F)(F)F)c1,4.0,CHEMBL3932668
CCS(=O)(=O)c1ccc(Cn2c(C)c(CC(=O)O)c3cccnc32)c(Cl)c1,7.0,CHEMBL3931906
CCS(=O)(=O)c1ccc(Cn2c(C)c(CC(=O)O)c3cccnc32)cc1,4.0,CHEMBL4073398
CCS(=O)(=O)c1ccc(Oc2c(C)n(CC(=O)O)c3ccc(C(F)(F)F)cc23)cc1,3.5,CHEMBL1917458
CCS(=O)(=O)c1cccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c1,56.0,CHEMBL1778629
CCS(=O)(=O)c1ccccc1Cc1c2c(n(CC(=O)O)c1C)CCNC2=O,550.0,CHEMBL3338112
CCSc1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,8.9,CHEMBL1778622
CC[C@H]1CN(Cc2cc(Cl)ccc2OCC(=O)O)CCN1S(=O)(=O)c1ccccc1,17.75,CHEMBL1689123
CCc1ccc(-c2ccc(C(=O)N3CCc4c(c5cccc(Cl)c5n4CC(=O)O)C3)cc2)cc1,90.0,CHEMBL2385905
CCc1ccc(-c2ccc(C(=O)N3CCc4c(c5ccccc5n4CC(=O)O)C3)cc2)cc1,190.0,CHEMBL2385904
CCc1ccc(-c2nc(-c3ccccc3)sc2CC(=O)O)cc1,1300.0,CHEMBL596727
CCc1ccc(-c2nc(-c3ccccc3OC)sc2CC(=O)O)cc1,1400.0,CHEMBL589174
CCc1ccc(OCC(=O)O)c(-c2ccc(S(C)(=O)=O)cc2)c1,79.0,CHEMBL1778643
CCc1ccc(S(=O)(=O)N(C)[C@@H]2CCc3c(CC(=O)O)c4ccccc4n3C2)cc1,15.0,CHEMBL1643799
CCc1ccc2c(CC(=O)O)c(C)n(Cc3ccc(S(C)(=O)=O)cc3)c2n1,6.0,CHEMBL4086277
CCc1ccc2c(CC(=O)O)cn(-c3ccc(C(F)(F)F)cc3CN(CC)C(=O)C3CC3)c2n1,10.0,CHEMBL3343005
CCc1nc(-c2ccc(Oc3ccc(CC(=O)O)cc3OC)c(NS(=O)(=O)c3ccc(Cl)cc3Cl)c2)n[nH]1,6.0,CHEMBL1950875
CCc1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,14.2,CHEMBL3972488
CCc1noc(-c2ccc(Oc3ccc(CC(=O)O)cc3OC)c(NS(=O)(=O)c3ccc(Cl)cc3Cl)c2)n1,770.0,CHEMBL1950876
CCn1nc(C)cc1CCOC(=O)N1CCc2ncsc2C1c1cc(Cl)ccc1OCC(=O)O,3.7,CHEMBL3984755
CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2c(Cl)cccc12)c1ccccc1,50.0,CHEMBL2391527
CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2c(F)cccc12)c1ccccc1,100.0,CHEMBL2391523
CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2cc(Cl)ccc12)c1ccccc1,290.0,CHEMBL2391526
CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2cc(F)ccc12)c1ccccc1,45.0,CHEMBL2391522
CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2ccc(Cl)cc12)c1ccccc1,7.0,CHEMBL2391525
CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2ccc(F)cc12)c1ccccc1,10.0,CHEMBL2391521
CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2cccc(Cl)c12)c1ccccc1,5.0,CHEMBL2391524
CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2cccc(F)c12)c1ccccc1,10.0,CHEMBL2391520
CN(C(=O)/C(C#N)=C/c1cn(CC(=O)O)c2ccccc12)c1ccccc1,15.0,CHEMBL2391512
CN(C(=O)C(C)(C)c1ccc(F)cc1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,6.2,CHEMBL1778522
CN(C(=O)C(C)(C)c1ccc(F)cc1)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1,2.9,CHEMBL1641813
CN(C(=O)C1(C)CCc2c(c3ccccc3n2CC(=O)O)C1)c1cccc(Cl)c1,1.0,CHEMBL2181811
CN(C(=O)C1(c2ccc(F)cc2)CC1(C)C)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1,3.4000000000000004,CHEMBL1641815
CN(C(=O)C1(c2ccc(F)cc2)CC1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,2.0,CHEMBL1778523
CN(C(=O)C1(c2ccc(F)cc2)CC1)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1,5.3,CHEMBL1641814
CN(C(=O)C1(c2ccc(F)cc2)CCC1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,4.0,CHEMBL1778524
CN(C(=O)C1(c2ccc(F)cc2)CCC1)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1,2.95,CHEMBL1641816
CN(C(=O)C1(c2ccc(F)cc2)CCCC1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,4.0,CHEMBL1778388
CN(C(=O)C1(c2ccc(F)cc2)CCCC1)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1,3.95,CHEMBL1641817
CN(C(=O)C1(c2ccc(F)cc2)CCOCC1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,8.0,CHEMBL1778525
CN(C(=O)C1(c2ccc(F)cc2)CCOCC1)[C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1,7.0,CHEMBL1641818
CN(C(=O)C1CCCC1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,630.0,CHEMBL1778510
CN(C(=O)C1CCCc2ccccc21)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,140.0,CHEMBL1778508
CN(C(=O)C1CCc2ccccc21)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,810.0,CHEMBL1778507
CN(C(=O)C1Cc2ccccc21)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,3700.0,CHEMBL1778509
CN(C(=O)Cc1ccc(F)cc1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,12.0,CHEMBL1778506
CN(C(=O)Cc1ccccc1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,25.0,CHEMBL1778505
CN(C(=O)c1ccc(Cl)c(Cl)c1)c1ccc(C(=O)c2ncc(CC(=O)O)c3ccccc23)cc1,210.0,CHEMBL2023652
CN(C(=O)c1ccc(F)cc1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,2500.0,CHEMBL1778389
CN(C(=O)c1ccc2ccccc2c1)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,2100.0,CHEMBL1778504
CN(C(=O)c1cccc2ccccc12)[C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1,540.0,CHEMBL1778390
CN(C)S(=O)(=O)c1ccc(F)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,23.0,CHEMBL1917598
CN(C)S(=O)(=O)c1cncc(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,289.0,CHEMBL1917622
CN(C)c1cc(-c2nc(C(c3ccc(F)cc3)c3ccc(F)cc3)sc2CC(=O)O)ccn1,380.0,CHEMBL591044
CN(C)c1ccc(-c2nc(-c3ccc(Br)cc3)c(CC(=O)O)s2)cc1,460.0,CHEMBL603163
CN(C)c1ccc(C(=O)Nc2ccc(C(=O)c3ncc(CC(=O)O)c4ccccc34)cc2)cc1,9.6,CHEMBL3093598
CN(C)c1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,2.4,CHEMBL3906204
CN(C)c1nc(Cc2ccc(NC(=O)c3ccc(C(F)(F)F)cc3)cc2)nc(N(C)C)c1CC(=O)O,626.0,CHEMBL551813
CN(C)c1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,204.0,CHEMBL3967677
CN(C1CCc2c(c3ccccc3n2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,3.6,CHEMBL1643768
CN([C@@H]1CCC2=C(C1)C1C=CC=CC1N2CC(=O)O)S(=O)(=O)c1ccc(F)cc1,2.5,CHEMBL563664
CN([C@@H]1CCc2c(CC(=O)O)c3c(Cl)cc(Cl)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,24.0,CHEMBL1643781
CN([C@@H]1CCc2c(CC(=O)O)c3c(F)cccc3n2C1)S(=O)(=O)c1ccc(F)cc1,26.5,CHEMBL1643770
CN([C@@H]1CCc2c(CC(=O)O)c3cc(F)c(Cl)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,5.7,CHEMBL1643782
CN([C@@H]1CCc2c(CC(=O)O)c3cc(F)c(F)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,3.8,CHEMBL1643779
CN([C@@H]1CCc2c(CC(=O)O)c3cc(F)cc(F)c3n2C1)S(=O)(=O)c1ccc(F)cc1,12.0,CHEMBL1643784
CN([C@@H]1CCc2c(CC(=O)O)c3cc(F)ccc3n2C1)S(=O)(=O)c1ccc(F)cc1,7.25,CHEMBL1643771
CN([C@@H]1CCc2c(CC(=O)O)c3ccc(-c4ccc(F)cc4)nc3n2C1)S(=O)(=O)c1ccc(F)cc1,9.700000000000001,CHEMBL1641810
CN([C@@H]1CCc2c(CC(=O)O)c3ccc(-c4ccccc4)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,17.5,CHEMBL1643778
CN([C@@H]1CCc2c(CC(=O)O)c3ccc(C#N)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,9.0,CHEMBL1643776
CN([C@@H]1CCc2c(CC(=O)O)c3ccc(C(F)(F)F)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,7.2,CHEMBL1643775
CN([C@@H]1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,7.25,CHEMBL1643774
CN([C@@H]1CCc2c(CC(=O)O)c3ccc(Cl)nc3n2C1)S(=O)(=O)c1ccc(F)cc1,3.25,CHEMBL1641809
CN([C@@H]1CCc2c(CC(=O)O)c3ccc(F)c(F)c3n2C1)S(=O)(=O)c1ccc(F)cc1,1.8,CHEMBL1643780
CN([C@@H]1CCc2c(CC(=O)O)c3ccc(F)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,2.0,CHEMBL1643773
CN([C@@H]1CCc2c(CC(=O)O)c3ccc(S(C)(=O)=O)cc3n2C1)S(=O)(=O)c1ccc(F)cc1,21.5,CHEMBL1643777
CN([C@@H]1CCc2c(CC(=O)O)c3cccc(F)c3n2C1)S(=O)(=O)c1ccc(F)cc1,2.15,CHEMBL1643783
CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)Cc1ccc(F)cc1,25.0,CHEMBL1643800
CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,214.0,CHEMBL1643797
CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(Cl)cc1,8.5,CHEMBL1643796
CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(Cl)s1,13.0,CHEMBL1643801
CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1,3.0,CHEMBL561132
CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1cccc(F)c1,33.0,CHEMBL1643793
CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccccc1,12.0,CHEMBL1643795
CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccccc1F,22.0,CHEMBL1643791
CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccccn1,308.0,CHEMBL1643804
CN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1cnn(C)c1,63.0,CHEMBL1643802
CN([C@@H]1CCc2c(CC(=O)O)c3ccccn3c2C1)S(=O)(=O)c1ccc(F)cc1,32.0,CHEMBL564920
CN([C@@H]1CCc2c(CC(=O)O)c3cccnc3n2C1)S(=O)(=O)c1ccc(F)cc1,5.2,CHEMBL1641808
CN([C@@H]1CCc2c(CC(=O)O)c3ccncc3n2C1)S(=O)(=O)c1ccc(F)cc1,351.0,CHEMBL1641807
CN([C@@H]1CCc2c(CC(=O)O)c3ncccc3n2C1)S(=O)(=O)c1ccc(F)cc1,37950.0,CHEMBL557117
CN([C@@H]1CCc2c(c3ccccc3n2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,2.1,CHEMBL179036
CN([C@@H]1CCc2c(c3ccccc3n2CCC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,20.5,CHEMBL373118
CN([C@@H]1CCc2c(c3ccccn3c2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,77.5,CHEMBL564845
CN([C@@H]1CCc2c(c3cccnc3n2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,897.0,CHEMBL552211
CN([C@@H]1CCc2c(c3ccncc3n2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,900.0,CHEMBL550868
CN([C@@H]1CCc2c(c3ncccc3n2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,8.5,CHEMBL550465
CN([C@@H]1CCc2c(c3nccnc3n2CC(=O)O)C1)S(=O)(=O)c1ccc(F)cc1,111.5,CHEMBL556849
CN([C@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1,594.5,CHEMBL1643769
CN(c1cc(C(C)(C)C)on1)C1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,72.0,CHEMBL3680683
CN(c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)c(Cl)c1)S(C)(=O)=O,0.1,CHEMBL1778632
CN(c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1)S(C)(=O)=O,0.8,CHEMBL1778627
CN(c1ccc(-c2cc(F)ccc2OCC(=O)O)c(Cl)c1)S(C)(=O)=O,2.2,CHEMBL1778634
CN(c1ccc(C(F)(F)F)cn1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,9.1,CHEMBL3680672
CN(c1ccc(Cl)cn1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,5.2,CHEMBL3680674
CN(c1ccc(F)cn1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,9.8,CHEMBL3680673
CN(c1ccc2c(c1)c1ccccc1n2CC(=O)O)S(=O)(=O)c1ccc(F)cc1,18.0,CHEMBL2181813
